campaign_id,tipo_campaña,fecha_inicio,fecha_fin,presupuesto,clicks,conversiones,channel_id,customer_id,canal,costo_por_click,equipo_responsable,edad,genero,pais,segmento,fecha_registro
832,Email,2025-04-11,2025-04-20,3208.47,732,44,3,527.0,,,,32.0,M,Argentina,Premium,2023-05-18
834,SEO,2025-04-13,2025-04-22,3866.33,123,89,2,520.0,Facebook Ads,0.5,Equipo B,,,,,
835,Email,2025-04-14,2025-04-23,4152.96,622,155,4,421.0,Instagram Ads,500.0,Equipo C,,,,,
836,SEO,2025-04-15,2025-04-24,3454.15,988,161,5,265.0,,,,,,,,
838,Email,2025-04-17,2025-04-26,2022.2,1349,93,4,560.0,Instagram Ads,500.0,Equipo C,,,,,
840,Email,2025-04-19,2025-04-28,1510.77,260,182,5,288.0,,,,,,,,
841,Google Ads,2025-04-20,2025-04-29,2174.75,904,24,1,563.0,Email,0.1,Equipo A,53.0,F,Argentina,Premium,2023-06-06
842,SEO,2025-04-21,2025-04-30,2444.35,1993,187,2,478.0,Facebook Ads,0.5,Equipo B,42.0,F,Chile,Premium,2022-05-18
843,Email,2025-04-22,2025-05-01,2477.32,700,134,5,101.0,,,,68.0,F,Argentina,Básico,2022-12-15
844,Google Ads,2025-04-23,2025-05-02,3258.23,1695,157,6,463.0,Influencers,1.2,Equipo D,52.0,F,Chile,Premium,2022-05-25
845,Email,2025-04-24,2025-05-03,4743.84,1043,17,5,171.0,,,,65.0,F,Argentina,Básico,2023-04-10
846,Email,2025-04-25,2025-05-04,1583.12,744,126,4,526.0,Instagram Ads,500.0,Equipo C,,,,,
847,Redes Sociales,2025-04-26,2025-05-05,1046.76,589,107,1,269.0,Email,0.1,Equipo A,64.0,M,Colombia,Premium,2023-02-27
848,Redes Sociales,2025-04-27,2025-05-06,1388.62,1782,-1,3,304.0,,,,59.0,F,Chile,Básico,2023-09-23
849,Google Ads,2025-04-28,2025-05-07,4491.16,1264,123,1,436.0,Email,0.1,Equipo A,,,,,
850,Redes Sociales,2025-04-29,2025-05-08,3406.15,1388,74,3,571.0,,,,35.0,F,Chile,Premium,2023-01-28
851,Google Ads,2025-04-30,2025-05-09,1786.58,950,199,2,294.0,Facebook Ads,0.5,Equipo B,63.0,M,Argentina,Básico,2022-08-14
852,Redes Sociales,2025-05-01,2025-05-10,4171.76,1636,190,2,374.0,Facebook Ads,0.5,Equipo B,44.0,F,Chile,Premium,2022-02-16
853,Email,2025-05-02,2025-05-11,4376.16,1734,103,5,106.0,,,,29.0,M,México,Premium,2023-04-16
857,Google Ads,2025-05-06,2025-05-15,3897.69,1831,-1,1,277.0,Email,0.1,Equipo A,69.0,F,Argentina,Premium,2022-01-23
858,Google Ads,2025-05-07,2025-05-16,2572.43,1186,196,2,341.0,Facebook Ads,0.5,Equipo B,59.0,M,Chile,Premium,2022-04-28
859,Redes Sociales,2025-05-08,2025-05-17,4288.99,219,73,1,302.0,Email,0.1,Equipo A,,,,,
861,SEO,2025-05-10,2025-05-19,3994.01,1751,192,6,561.0,Influencers,1.2,Equipo D,42.0,M,Chile,Premium,2023-08-01
862,Email,2025-05-11,2025-05-20,3452.73,1994,130,2,179.0,Facebook Ads,0.5,Equipo B,44.0,F,Argentina,Básico,2023-03-22
864,Redes Sociales,2025-05-13,2025-05-22,2952.62,1788,66,6,516.0,Influencers,1.2,Equipo D,22.0,F,Argentina,Básico,2022-07-04
865,SEO,2025-05-14,2025-05-23,4931.01,337,148,6,483.0,Influencers,1.2,Equipo D,29.0,F,Chile,Básico,2023-04-01
866,Email,2025-05-15,2025-05-24,4718.25,1980,132,2,490.0,Facebook Ads,0.5,Equipo B,36.0,M,Chile,Premium,2022-02-26
868,Redes Sociales,2025-05-17,2025-05-26,1241.67,963,72,2,593.0,Facebook Ads,0.5,Equipo B,69.0,F,Argentina,Básico,2023-05-20
869,Google Ads,2025-05-18,2025-05-27,1092.78,1228,19,2,146.0,Facebook Ads,0.5,Equipo B,,,,,
870,Redes Sociales,2025-05-19,2025-05-28,3766.91,1640,187,3,575.0,,,,46.0,M,España,Básico,2022-06-02
871,Email,2025-05-20,2025-05-29,4180.03,743,39,1,563.0,Email,0.1,Equipo A,53.0,F,Argentina,Premium,2023-06-06
872,SEO,2025-05-21,2025-05-30,1460.8,1795,187,4,222.0,Instagram Ads,500.0,Equipo C,30.0,F,Colombia,Premium,2023-05-12
873,Redes Sociales,2025-05-22,2025-05-31,2776.34,937,18,2,573.0,Facebook Ads,0.5,Equipo B,58.0,M,Colombia,Básico,2023-09-05
874,Email,2025-05-23,2025-06-01,4283.16,520,181,1,233.0,Email,0.1,Equipo A,18.0,M,México,Básico,2023-05-13
876,Google Ads,2025-05-25,2025-06-03,2940.07,326,104,5,122.0,,,,,,,,
878,Redes Sociales,2025-05-27,2025-06-05,2787.62,1718,34,6,334.0,Influencers,1.2,Equipo D,65.0,F,Colombia,Premium,2023-08-28
879,Email,2025-05-28,2025-06-06,1838.97,1416,53,6,158.0,Influencers,1.2,Equipo D,33.0,M,Chile,Premium,2022-10-11
880,Email,2025-05-29,2025-06-07,3042.6,1498,148,6,263.0,Influencers,1.2,Equipo D,26.0,F,España,Básico,2022-06-09
881,Email,2025-05-30,2025-06-08,3599.98,620,115,6,315.0,Influencers,1.2,Equipo D,40.0,F,Argentina,Premium,2023-04-24
882,Redes Sociales,2025-05-31,2025-06-09,4429.95,1584,183,6,282.0,Influencers,1.2,Equipo D,66.0,F,España,Básico,2022-07-12
884,SEO,2025-06-02,2025-06-11,3925.05,1050,84,4,189.0,Instagram Ads,500.0,Equipo C,27.0,F,México,Premium,2023-08-10
885,SEO,2025-06-03,2025-06-12,1220.32,1255,87,3,410.0,,,,65.0,M,Colombia,Premium,2023-02-21
887,Email,2025-06-05,2025-06-14,541.99,967,21,6,356.0,Influencers,1.2,Equipo D,23.0,M,México,Premium,2022-10-19
890,Email,2025-06-08,2025-06-17,4963.14,1137,11,1,151.0,Email,0.1,Equipo A,,,,,
891,Google Ads,2025-06-09,2025-06-18,946.3,888,159,5,437.0,,,,,,,,
892,Google Ads,2025-06-10,2025-06-19,2306.72,1333,-1,5,270.0,,,,69.0,M,Argentina,Básico,2023-04-02
893,Email,2025-06-11,2025-06-20,4100.32,242,38,1,166.0,Email,0.1,Equipo A,49.0,M,Argentina,Básico,2022-12-26
894,Email,2025-06-12,2025-06-21,1418.16,1728,40,2,399.0,Facebook Ads,0.5,Equipo B,54.0,F,Argentina,Premium,2022-01-22
895,SEO,2025-06-13,2025-06-22,2997.88,665,157,5,331.0,,,,,,,,
896,SEO,2025-06-14,2025-06-23,3798.82,455,10,3,167.0,,,,54.0,M,Colombia,Premium,2022-06-25
898,SEO,2025-06-16,2025-06-25,1346.11,1827,150,4,127.0,Instagram Ads,500.0,Equipo C,65.0,M,España,Premium,2022-04-07
899,Google Ads,2025-06-17,2025-06-26,2099.23,992,-1,2,150.0,Facebook Ads,0.5,Equipo B,23.0,M,Colombia,Premium,2022-07-26
900,Google Ads,2025-06-18,2025-06-27,4027.06,770,33,1,359.0,Email,0.1,Equipo A,,,,,
903,Redes Sociales,2025-06-21,2025-06-30,3924.46,703,187,3,283.0,,,,49.0,F,México,Premium,2023-04-10
904,Google Ads,2025-06-22,2025-07-01,658.9,1507,85,2,122.0,Facebook Ads,0.5,Equipo B,,,,,
905,Google Ads,2025-06-23,2025-07-02,3855.8,1477,178,2,228.0,Facebook Ads,0.5,Equipo B,,,,,
906,Redes Sociales,2025-06-24,2025-07-03,1411.16,483,156,3,390.0,,,,35.0,F,Chile,Premium,2023-03-21
908,Google Ads,2025-06-26,2025-07-05,2155.73,424,30,3,285.0,,,,,,,,
909,Google Ads,2025-06-27,2025-07-06,1971.19,1132,131,2,578.0,Facebook Ads,0.5,Equipo B,,,,,
911,Google Ads,2025-06-29,2025-07-08,1875.22,256,-1,6,591.0,Influencers,1.2,Equipo D,44.0,F,México,Premium,2022-07-03
913,Email,2025-07-01,2025-07-10,4983.5,1369,135,3,166.0,,,,49.0,M,Argentina,Básico,2022-12-26
914,Redes Sociales,2025-07-02,2025-07-11,2157.39,1191,79,3,566.0,,,,50.0,F,Colombia,Básico,2022-08-22
915,SEO,2025-07-03,2025-07-12,2518.75,581,-1,2,384.0,Facebook Ads,0.5,Equipo B,51.0,F,Argentina,Premium,2022-09-20
916,Redes Sociales,2025-07-04,2025-07-13,3749.32,1295,193,1,516.0,Email,0.1,Equipo A,22.0,F,Argentina,Básico,2022-07-04
917,Redes Sociales,2025-07-05,2025-07-14,4487.88,215,82,4,199.0,Instagram Ads,500.0,Equipo C,24.0,M,México,Básico,2022-01-27
918,SEO,2025-07-06,2025-07-15,3168.7,692,183,4,288.0,Instagram Ads,500.0,Equipo C,,,,,
919,SEO,2025-07-07,2025-07-16,2261.87,1229,94,5,487.0,,,,,,,,
920,SEO,2025-07-08,2025-07-17,2356.8,1257,180,3,340.0,,,,67.0,M,Chile,Básico,2022-09-24
922,Google Ads,2025-07-10,2025-07-19,514.48,1167,58,1,275.0,Email,0.1,Equipo A,55.0,M,Chile,Premium,2022-04-14
923,Email,2025-07-11,2025-07-20,3288.15,62,188,6,486.0,Influencers,1.2,Equipo D,34.0,F,Argentina,Premium,2022-06-22
924,Google Ads,2025-07-12,2025-07-21,2099.72,1022,-1,4,570.0,Instagram Ads,500.0,Equipo C,,,,,
925,Email,2025-07-13,2025-07-22,4073.89,1907,63,5,332.0,,,,35.0,M,Colombia,Premium,2023-10-12
926,Google Ads,2025-07-14,2025-07-23,918.46,854,76,1,551.0,Email,0.1,Equipo A,,,,,
927,Email,2025-07-15,2025-07-24,3146.91,994,183,3,376.0,,,,67.0,M,México,Premium,2022-07-20
928,SEO,2025-07-16,2025-07-25,2664.38,791,24,4,328.0,Instagram Ads,500.0,Equipo C,,,,,
929,Redes Sociales,2025-07-17,2025-07-26,3390.46,1907,116,5,270.0,,,,69.0,M,Argentina,Básico,2023-04-02
930,Email,2025-07-18,2025-07-27,791.84,1877,63,2,312.0,Facebook Ads,0.5,Equipo B,19.0,M,España,Premium,2022-03-13
931,Google Ads,2025-07-19,2025-07-28,3109.93,1511,75,4,381.0,Instagram Ads,500.0,Equipo C,37.0,F,Colombia,Premium,2023-03-24
932,SEO,2025-07-20,2025-07-29,3026.68,1611,141,5,140.0,,,,,,,,
933,Email,2025-07-21,2025-07-30,3022.97,1660,113,1,221.0,Email,0.1,Equipo A,35.0,F,Argentina,Básico,2023-12-24
934,Email,2025-07-22,2025-07-31,3215.69,925,133,2,326.0,Facebook Ads,0.5,Equipo B,61.0,F,España,Premium,2023-05-10
935,SEO,2025-07-23,2025-08-01,3544.11,1884,161,5,393.0,,,,,,,,
937,Redes Sociales,2025-07-25,2025-08-03,1714.19,709,60,3,366.0,,,,30.0,F,Chile,Básico,2023-02-16
939,Redes Sociales,2025-07-27,2025-08-05,2742.15,1102,127,4,550.0,Instagram Ads,500.0,Equipo C,34.0,M,Chile,Premium,2023-05-31
940,Redes Sociales,2025-07-28,2025-08-06,846.76,345,-1,3,548.0,,,,65.0,F,España,Básico,2022-08-26
941,SEO,2025-07-29,2025-08-07,763.48,1035,108,2,160.0,Facebook Ads,0.5,Equipo B,51.0,M,Chile,Básico,2022-01-09
943,SEO,2025-07-31,2025-08-09,4032.04,1794,-1,5,246.0,,,,54.0,F,México,Básico,2022-02-26
944,Email,2025-08-01,2025-08-10,3684.56,689,5,3,433.0,,,,,,,,
945,Email,2025-08-02,2025-08-11,4048.77,389,-1,6,241.0,Influencers,1.2,Equipo D,48.0,M,España,Premium,2023-12-22
946,Google Ads,2025-08-03,2025-08-12,2827.71,677,91,4,143.0,Instagram Ads,500.0,Equipo C,43.0,M,España,Premium,2022-08-26
947,Email,2025-08-04,2025-08-13,2480.9,488,-1,2,243.0,Facebook Ads,0.5,Equipo B,66.0,M,Chile,Premium,2022-09-08
948,SEO,2025-08-05,2025-08-14,1163.54,1217,127,1,432.0,Email,0.1,Equipo A,55.0,M,Argentina,Premium,2022-03-02
949,Redes Sociales,2025-08-06,2025-08-15,1976.87,991,79,3,596.0,,,,58.0,M,Chile,Premium,2023-08-05
950,Email,2025-08-07,2025-08-16,2453.09,879,46,2,495.0,Facebook Ads,0.5,Equipo B,65.0,M,Colombia,Premium,2023-07-15
951,Google Ads,2025-08-08,2025-08-17,898.7,1820,121,1,154.0,Email,0.1,Equipo A,37.0,M,México,Premium,2023-02-07
952,SEO,2025-08-09,2025-08-18,1492.75,568,165,3,406.0,,,,,,,,
953,Email,2025-08-10,2025-08-19,3192.01,1025,182,2,522.0,Facebook Ads,0.5,Equipo B,,,,,
954,SEO,2025-08-11,2025-08-20,3810.48,1118,67,2,516.0,Facebook Ads,0.5,Equipo B,22.0,F,Argentina,Básico,2022-07-04
955,Google Ads,2025-08-12,2025-08-21,4992.56,1004,169,6,424.0,Influencers,1.2,Equipo D,32.0,F,Argentina,Básico,2022-08-08
956,Google Ads,2025-08-13,2025-08-22,4699.01,1312,191,3,179.0,,,,44.0,F,Argentina,Básico,2023-03-22
957,SEO,2025-08-14,2025-08-23,3391.54,1001,131,2,130.0,Facebook Ads,0.5,Equipo B,,,,,
958,Email,2025-08-15,2025-08-24,2395.62,993,180,5,211.0,,,,31.0,M,México,Premium,2022-09-16
961,Email,2025-08-18,2025-08-27,1032.51,1288,7,6,571.0,Influencers,1.2,Equipo D,35.0,F,Chile,Premium,2023-01-28
962,Email,2025-08-19,2025-08-28,2344.57,137,120,1,173.0,Email,0.1,Equipo A,,,,,
964,Google Ads,2025-08-21,2025-08-30,2227.25,1584,194,5,578.0,,,,,,,,
966,Email,2025-08-23,2025-09-01,3144.96,980,120,6,486.0,Influencers,1.2,Equipo D,34.0,F,Argentina,Premium,2022-06-22
968,Redes Sociales,2025-08-25,2025-09-03,2130.06,261,195,2,532.0,Facebook Ads,0.5,Equipo B,62.0,M,México,Premium,2022-01-18
969,Redes Sociales,2025-08-26,2025-09-04,2005.3,1878,116,1,511.0,Email,0.1,Equipo A,51.0,F,Chile,Premium,2023-01-13
970,Google Ads,2025-08-27,2025-09-05,617.89,1307,-1,6,566.0,Influencers,1.2,Equipo D,50.0,F,Colombia,Básico,2022-08-22
972,Google Ads,2025-08-29,2025-09-07,4242.64,1824,99,1,347.0,Email,0.1,Equipo A,56.0,M,España,Premium,2022-09-22
974,Google Ads,2025-08-31,2025-09-09,2831.35,680,128,5,219.0,,,,36.0,M,Argentina,Premium,2022-05-26
975,SEO,2025-09-01,2025-09-10,1844.27,874,28,3,166.0,,,,49.0,M,Argentina,Básico,2022-12-26
977,SEO,2025-09-03,2025-09-12,1666.84,1280,155,3,426.0,,,,26.0,M,España,Premium,2023-01-29
978,SEO,2025-09-04,2025-09-13,2433.46,656,86,6,569.0,Influencers,1.2,Equipo D,,,,,
979,SEO,2025-09-05,2025-09-14,4427.29,934,54,4,592.0,Instagram Ads,500.0,Equipo C,62.0,M,Argentina,Premium,2022-02-04
980,Redes Sociales,2025-09-06,2025-09-15,4288.7,1807,83,4,385.0,Instagram Ads,500.0,Equipo C,,,,,
981,SEO,2025-09-07,2025-09-16,1337.46,415,83,4,411.0,Instagram Ads,500.0,Equipo C,32.0,M,Colombia,Premium,2022-07-21
982,SEO,2025-09-08,2025-09-17,4111.89,325,74,5,408.0,,,,37.0,M,Argentina,Premium,2023-02-07
983,SEO,2025-09-09,2025-09-18,2561.84,429,31,1,196.0,Email,0.1,Equipo A,,,,,
984,Email,2025-09-10,2025-09-19,2673.36,1816,19,3,212.0,,,,26.0,M,España,Premium,2022-02-24
985,SEO,2025-09-11,2025-09-20,1100.66,1382,54,2,555.0,Facebook Ads,0.5,Equipo B,,,,,
986,Redes Sociales,2025-09-12,2025-09-21,862.71,1704,40,4,562.0,Instagram Ads,500.0,Equipo C,33.0,M,México,Básico,2022-07-28
987,SEO,2025-09-13,2025-09-22,3775.73,1341,12,3,231.0,,,,43.0,M,España,Básico,2023-12-29
988,SEO,2025-09-14,2025-09-23,2734.08,994,-1,4,220.0,Instagram Ads,500.0,Equipo C,,,,,
989,Redes Sociales,2025-09-15,2025-09-24,2465.83,1858,-1,4,296.0,Instagram Ads,500.0,Equipo C,31.0,F,España,Básico,2022-12-14
990,SEO,2025-09-16,2025-09-25,3782.79,1137,194,2,581.0,Facebook Ads,0.5,Equipo B,,,,,
991,Redes Sociales,2025-09-17,2025-09-26,3944.81,859,51,6,138.0,Influencers,1.2,Equipo D,21.0,F,Argentina,Básico,2022-09-16
994,SEO,2025-09-20,2025-09-29,1109.09,1988,100,5,573.0,,,,58.0,M,Colombia,Básico,2023-09-05
995,SEO,2025-09-21,2025-09-30,3881.19,543,193,1,260.0,Email,0.1,Equipo A,32.0,F,Chile,Básico,2022-11-26
996,Email,2025-09-22,2025-10-01,3456.3,1596,-1,5,388.0,,,,59.0,F,Colombia,Básico,2022-02-15
997,Email,2025-09-23,2025-10-02,4804.77,1171,120,3,299.0,,,,,,,,
1000,Google Ads,2025-09-26,2025-10-05,1769.84,619,38,3,347.0,,,,56.0,M,España,Premium,2022-09-22
1001,Redes Sociales,2025-09-27,2025-10-06,1677.68,1875,194,1,482.0,Email,0.1,Equipo A,20.0,M,México,Básico,2022-09-13
1002,Google Ads,2025-09-28,2025-10-07,1611.4,812,83,2,317.0,Facebook Ads,0.5,Equipo B,54.0,M,Chile,Premium,2023-07-28
1003,Email,2025-09-29,2025-10-08,4578.15,325,82,1,186.0,Email,0.1,Equipo A,31.0,M,Chile,Premium,2022-11-19
1004,Email,2025-09-30,2025-10-09,1622.96,99,125,6,181.0,Influencers,1.2,Equipo D,60.0,F,Colombia,Básico,2022-04-06
1005,Email,2025-10-01,2025-10-10,1723.77,1431,97,6,161.0,Influencers,1.2,Equipo D,66.0,F,Chile,Básico,2023-12-16
1006,Email,2025-10-02,2025-10-11,3917.29,777,102,5,599.0,,,,21.0,M,Argentina,Premium,2023-06-20
1007,SEO,2025-10-03,2025-10-12,2523.83,955,86,3,141.0,,,,27.0,F,Chile,Básico,2023-05-10
1008,Email,2025-10-04,2025-10-13,3995.2,977,163,4,111.0,Instagram Ads,500.0,Equipo C,38.0,F,Chile,Básico,2023-12-12
1009,SEO,2025-10-05,2025-10-14,794.15,613,196,4,214.0,Instagram Ads,500.0,Equipo C,43.0,M,México,Premium,2022-01-06
1010,SEO,2025-10-06,2025-10-15,2694.07,832,157,3,317.0,,,,54.0,M,Chile,Premium,2023-07-28
1011,Email,2025-10-07,2025-10-16,651.26,534,42,1,205.0,Email,0.1,Equipo A,,,,,
1013,Redes Sociales,2025-10-09,2025-10-18,4578.97,1972,-1,1,571.0,Email,0.1,Equipo A,35.0,F,Chile,Premium,2023-01-28
1014,Google Ads,2025-10-10,2025-10-19,1126.6,1878,95,3,486.0,,,,34.0,F,Argentina,Premium,2022-06-22
1015,Email,2025-10-11,2025-10-20,2895.89,1711,58,3,325.0,,,,69.0,M,México,Básico,2023-08-30
1016,Redes Sociales,2025-10-12,2025-10-21,2349.93,1881,134,2,580.0,Facebook Ads,0.5,Equipo B,46.0,M,Colombia,Premium,2023-08-18
1017,Redes Sociales,2025-10-13,2025-10-22,2063.04,633,105,5,507.0,,,,37.0,M,Chile,Premium,2023-05-16
1018,Google Ads,2025-10-14,2025-10-23,4549.25,1369,93,5,556.0,,,,31.0,F,España,Básico,2023-11-19
1019,SEO,2025-10-15,2025-10-24,598.21,285,60,2,120.0,Facebook Ads,0.5,Equipo B,24.0,M,España,Premium,2023-10-15
1020,Email,2025-10-16,2025-10-25,3487.05,105,98,5,302.0,,,,,,,,
1021,Google Ads,2025-10-17,2025-10-26,4835.27,1992,97,4,516.0,Instagram Ads,500.0,Equipo C,22.0,F,Argentina,Básico,2022-07-04
1022,Email,2025-10-18,2025-10-27,3020.76,409,88,5,515.0,,,,60.0,M,México,Premium,2022-11-12
1023,Redes Sociales,2025-10-19,2025-10-28,4715.7,1980,89,5,547.0,,,,,,,,
1025,SEO,2025-10-21,2025-10-30,2384.57,241,26,4,184.0,Instagram Ads,500.0,Equipo C,62.0,M,España,Básico,2022-06-04
1026,Redes Sociales,2025-10-22,2025-10-31,1670.71,953,-1,5,266.0,,,,,,,,
1027,Redes Sociales,2025-10-23,2025-11-01,3788.69,1166,20,6,483.0,Influencers,1.2,Equipo D,29.0,F,Chile,Básico,2023-04-01
1028,Google Ads,2025-10-24,2025-11-02,4915.84,911,54,4,567.0,Instagram Ads,500.0,Equipo C,20.0,F,España,Premium,2022-09-01
1029,Email,2025-10-25,2025-11-03,1654.39,617,126,2,171.0,Facebook Ads,0.5,Equipo B,65.0,F,Argentina,Básico,2023-04-10
1031,Google Ads,2025-10-27,2025-11-05,1391.44,699,117,2,572.0,Facebook Ads,0.5,Equipo B,64.0,M,Colombia,Premium,2022-01-09
1032,SEO,2025-10-28,2025-11-06,3043.99,88,175,1,357.0,Email,0.1,Equipo A,,,,,
1033,Email,2025-10-29,2025-11-07,2587.7,1613,21,2,374.0,Facebook Ads,0.5,Equipo B,44.0,F,Chile,Premium,2022-02-16
1034,Redes Sociales,2025-10-30,2025-11-08,4874.02,1122,84,6,119.0,Influencers,1.2,Equipo D,43.0,F,Colombia,Premium,2023-05-17
1035,Email,2025-10-31,2025-11-09,3238.37,1493,190,1,589.0,Email,0.1,Equipo A,36.0,F,Chile,Básico,2022-03-08
1036,Redes Sociales,2025-11-01,2025-11-10,2072.78,686,134,1,589.0,Email,0.1,Equipo A,36.0,F,Chile,Básico,2022-03-08
1037,SEO,2025-11-02,2025-11-11,1013.43,1086,136,3,425.0,,,,,,,,
1039,Email,2025-11-04,2025-11-13,1513.93,150,171,1,188.0,Email,0.1,Equipo A,59.0,F,México,Premium,2022-09-15
1040,Google Ads,2025-11-05,2025-11-14,1629.35,1867,98,3,585.0,,,,42.0,M,Colombia,Premium,2023-07-05
1041,Email,2025-11-06,2025-11-15,4327.77,1159,138,5,449.0,,,,35.0,F,Chile,Premium,2023-01-15
1042,Redes Sociales,2025-11-07,2025-11-16,3025.5,1589,85,5,183.0,,,,,,,,
1043,Google Ads,2025-11-08,2025-11-17,2855.26,1296,73,3,486.0,,,,34.0,F,Argentina,Premium,2022-06-22
1044,Email,2025-11-09,2025-11-18,1016.46,1411,73,4,186.0,Instagram Ads,500.0,Equipo C,31.0,M,Chile,Premium,2022-11-19
1045,Redes Sociales,2025-11-10,2025-11-19,4370.63,215,152,1,406.0,Email,0.1,Equipo A,,,,,
1046,Google Ads,2025-11-11,2025-11-20,3752.66,432,196,1,253.0,Email,0.1,Equipo A,50.0,M,Chile,Premium,2023-05-08
1047,Google Ads,2025-11-12,2025-11-21,804.51,1929,20,3,539.0,,,,52.0,F,México,Premium,2022-07-29
1048,Email,2025-11-13,2025-11-22,3685.26,1968,55,3,363.0,,,,,,,,
1049,Email,2025-11-14,2025-11-23,2945.92,1449,-1,4,520.0,Instagram Ads,500.0,Equipo C,,,,,
1050,Email,2025-11-15,2025-11-24,867.76,1544,169,6,592.0,Influencers,1.2,Equipo D,62.0,M,Argentina,Premium,2022-02-04
1051,Redes Sociales,2025-11-16,2025-11-25,2562.35,839,174,5,510.0,,,,,,,,
1052,Email,2025-11-17,2025-11-26,2681.13,1715,189,2,272.0,Facebook Ads,0.5,Equipo B,62.0,F,Argentina,Básico,2023-07-08
1053,Google Ads,2025-11-18,2025-11-27,1245.99,80,70,6,103.0,Influencers,1.2,Equipo D,38.0,F,España,Básico,2022-06-17
1054,Google Ads,2025-11-19,2025-11-28,4755.64,1448,13,5,571.0,,,,35.0,F,Chile,Premium,2023-01-28
1055,Email,2025-11-20,2025-11-29,4324.89,60,111,1,209.0,Email,0.1,Equipo A,45.0,M,México,Básico,2023-04-17
1056,Email,2025-11-21,2025-11-30,3510.6,1375,104,6,136.0,Influencers,1.2,Equipo D,64.0,F,Chile,Básico,2023-01-20
1058,Google Ads,2025-11-23,2025-12-02,2352.94,1263,68,4,130.0,Instagram Ads,500.0,Equipo C,,,,,
1059,Redes Sociales,2025-11-24,2025-12-03,3429.38,502,-1,5,480.0,,,,36.0,M,Argentina,Premium,2023-04-09
1060,SEO,2025-11-25,2025-12-04,2954.44,241,166,4,367.0,Instagram Ads,500.0,Equipo C,66.0,M,Argentina,Premium,2022-04-24
1061,Email,2025-11-26,2025-12-05,780.23,535,187,5,110.0,,,,66.0,M,Chile,Premium,2022-04-13
1062,Email,2025-11-27,2025-12-06,2806.26,1339,161,6,443.0,Influencers,1.2,Equipo D,48.0,F,España,Premium,2022-12-10
1065,Redes Sociales,2025-11-30,2025-12-09,733.8,287,101,4,265.0,Instagram Ads,500.0,Equipo C,,,,,
1066,Google Ads,2025-12-01,2025-12-10,4038.25,1993,22,4,441.0,Instagram Ads,500.0,Equipo C,58.0,F,Colombia,Básico,2022-01-13
1067,Email,2025-12-02,2025-12-11,1406.14,1428,75,2,581.0,Facebook Ads,0.5,Equipo B,,,,,
1068,Google Ads,2025-12-03,2025-12-12,1663.79,1185,197,4,118.0,Instagram Ads,500.0,Equipo C,39.0,M,Argentina,Básico,2022-02-07
1069,Email,2025-12-04,2025-12-13,1241.18,1901,131,4,283.0,Instagram Ads,500.0,Equipo C,49.0,F,México,Premium,2023-04-10
1071,Email,2025-12-06,2025-12-15,3905.38,1416,5,5,109.0,,,,,,,,
1073,Redes Sociales,2025-12-08,2025-12-17,1421.97,1138,8,1,291.0,Email,0.1,Equipo A,48.0,M,Chile,Premium,2023-07-10
1074,Google Ads,2025-12-09,2025-12-18,4450.24,1320,129,6,419.0,Influencers,1.2,Equipo D,51.0,M,Argentina,Premium,2023-04-27
1076,Email,2025-12-11,2025-12-20,4417.6,1040,31,4,574.0,Instagram Ads,500.0,Equipo C,61.0,M,Argentina,Premium,2023-12-16
1077,Redes Sociales,2025-12-12,2025-12-21,1574.58,1563,175,1,526.0,Email,0.1,Equipo A,,,,,
1078,Email,2025-12-13,2025-12-22,2530.58,874,-1,2,158.0,Facebook Ads,0.5,Equipo B,33.0,M,Chile,Premium,2022-10-11
1079,Redes Sociales,2025-12-14,2025-12-23,4932.45,1512,36,2,535.0,Facebook Ads,0.5,Equipo B,28.0,M,México,Básico,2023-07-13
1080,Email,2025-12-15,2025-12-24,3974.06,155,165,5,196.0,,,,,,,,
1081,Google Ads,2025-12-16,2025-12-25,622.25,230,32,4,595.0,Instagram Ads,500.0,Equipo C,52.0,F,Colombia,Básico,2023-04-17
1082,Email,2025-12-17,2025-12-26,793.42,233,110,3,377.0,,,,,,,,
1083,Email,2025-12-18,2025-12-27,2587.69,275,109,2,364.0,Facebook Ads,0.5,Equipo B,24.0,M,Colombia,Premium,2023-09-14
1084,SEO,2025-12-19,2025-12-28,4591.49,826,-1,4,108.0,Instagram Ads,500.0,Equipo C,37.0,F,Argentina,Básico,2023-05-05
1085,Redes Sociales,2025-12-20,2025-12-29,2924.16,839,192,1,556.0,Email,0.1,Equipo A,31.0,F,España,Básico,2023-11-19
1086,Email,2025-12-21,2025-12-30,2740.16,1982,74,5,372.0,,,,,,,,
1087,Email,2025-12-22,2025-12-31,974.63,1162,66,6,107.0,Influencers,1.2,Equipo D,,,,,
1088,SEO,2025-12-23,2026-01-01,3455.51,737,38,1,307.0,Email,0.1,Equipo A,28.0,F,Colombia,Básico,2022-04-16
1089,SEO,2025-12-24,2026-01-02,4199.46,579,91,2,222.0,Facebook Ads,0.5,Equipo B,30.0,F,Colombia,Premium,2023-05-12
1090,Redes Sociales,2025-12-25,2026-01-03,2211.89,1444,118,2,132.0,Facebook Ads,0.5,Equipo B,20.0,F,Chile,Premium,2022-02-26
1092,Google Ads,2025-12-27,2026-01-05,4840.14,985,60,2,303.0,Facebook Ads,0.5,Equipo B,,,,,
